"","NA_Frame","NA_Sub Frame","DDH25:RASIS_X","DDH25:RASIS_Y","DDH25:RASIS_Z","DDH25:LASIS_X","DDH25:LASIS_Y","DDH25:LASIS_Z","DDH25:RPSIS_X","DDH25:RPSIS_Y","DDH25:RPSIS_Z","DDH25:LPSIS_X","DDH25:LPSIS_Y","DDH25:LPSIS_Z","DDH25:RILCR_X","DDH25:RILCR_Y","DDH25:RILCR_Z","DDH25:LILCR_X","DDH25:LILCR_Y","DDH25:LILCR_Z","DDH25:RGRT_X","DDH25:RGRT_Y","DDH25:RGRT_Z","DDH25:RLKNE_X","DDH25:RLKNE_Y","DDH25:RLKNE_Z","DDH25:RMKNE_X","DDH25:RMKNE_Y","DDH25:RMKNE_Z","DDH25:RSPTH_X","DDH25:RSPTH_Y","DDH25:RSPTH_Z","DDH25:RSATH_X","DDH25:RSATH_Y","DDH25:RSATH_Z","DDH25:RIPTH_X","DDH25:RIPTH_Y","DDH25:RIPTH_Z","DDH25:RIATH_X","DDH25:RIATH_Y","DDH25:RIATH_Z","DDH25:RTTUB_X","DDH25:RTTUB_Y","DDH25:RTTUB_Z","DDH25:RLML_X","DDH25:RLML_Y","DDH25:RLML_Z","DDH25:RMML_X","DDH25:RMML_Y","DDH25:RMML_Z","DDH25:RSPSK_X","DDH25:RSPSK_Y","DDH25:RSPSK_Z","DDH25:RSASK_X","DDH25:RSASK_Y","DDH25:RSASK_Z","DDH25:RIPSK_X","DDH25:RIPSK_Y","DDH25:RIPSK_Z","DDH25:RIASK_X","DDH25:RIASK_Y","DDH25:RIASK_Z","DDH25:RICAL_X","DDH25:RICAL_Y","DDH25:RICAL_Z","DDH25:RD5MT_X","DDH25:RD5MT_Y","DDH25:RD5MT_Z","DDH25:RD1MT_X","DDH25:RD1MT_Y","DDH25:RD1MT_Z","DDH25:RTOE_X","DDH25:RTOE_Y","DDH25:RTOE_Z","DDH25:RTIP_X","DDH25:RTIP_Y","DDH25:RTIP_Z","DDH25:LGRT_X","DDH25:LGRT_Y","DDH25:LGRT_Z","DDH25:LLKNE_X","DDH25:LLKNE_Y","DDH25:LLKNE_Z","DDH25:LMKNE_X","DDH25:LMKNE_Y","DDH25:LMKNE_Z","DDH25:LSPTH_X","DDH25:LSPTH_Y","DDH25:LSPTH_Z","DDH25:LSATH_X","DDH25:LSATH_Y","DDH25:LSATH_Z","DDH25:LIPTH_X","DDH25:LIPTH_Y","DDH25:LIPTH_Z","DDH25:LIATH_X","DDH25:LIATH_Y","DDH25:LIATH_Z","DDH25:LTTUB_X","DDH25:LTTUB_Y","DDH25:LTTUB_Z","DDH25:LLML_X","DDH25:LLML_Y","DDH25:LLML_Z","DDH25:LMML_X","DDH25:LMML_Y","DDH25:LMML_Z","DDH25:LSPSK_X","DDH25:LSPSK_Y","DDH25:LSPSK_Z","DDH25:LSASK_X","DDH25:LSASK_Y","DDH25:LSASK_Z","DDH25:LIPSK_X","DDH25:LIPSK_Y","DDH25:LIPSK_Z","DDH25:LIASK_X","DDH25:LIASK_Y","DDH25:LIASK_Z","DDH25:LICAL_X","DDH25:LICAL_Y","DDH25:LICAL_Z","DDH25:LD5MT_X","DDH25:LD5MT_Y","DDH25:LD5MT_Z","DDH25:LD1MT_X","DDH25:LD1MT_Y","DDH25:LD1MT_Z","DDH25:LTOE_X","DDH25:LTOE_Y","DDH25:LTOE_Z","DDH25:LTIP_X","DDH25:LTIP_Y","DDH25:LTIP_Z","DDH25:C7_X","DDH25:C7_Y","DDH25:C7_Z","DDH25:S1_X","DDH25:S1_Y","DDH25:S1_Z","DDH25:SN_X","DDH25:SN_Y","DDH25:SN_Z","DDH25:RBAK_X","DDH25:RBAK_Y","DDH25:RBAK_Z","DDH25:RPHD_X","DDH25:RPHD_Y","DDH25:RPHD_Z","DDH25:LPHD_X","DDH25:LPHD_Y","DDH25:LPHD_Z","DDH25:RAHD_X","DDH25:RAHD_Y","DDH25:RAHD_Z","DDH25:LAHD_X","DDH25:LAHD_Y","DDH25:LAHD_Z","DDH25:RAC_X","DDH25:RAC_Y","DDH25:RAC_Z","DDH25:RELB_X","DDH25:RELB_Y","DDH25:RELB_Z","DDH25:RMELB_X","DDH25:RMELB_Y","DDH25:RMELB_Z","DDH25:RAUPA_X","DDH25:RAUPA_Y","DDH25:RAUPA_Z","DDH25:RPUPA_X","DDH25:RPUPA_Y","DDH25:RPUPA_Z","DDH25:RFRA_X","DDH25:RFRA_Y","DDH25:RFRA_Z","DDH25:RRAD_X","DDH25:RRAD_Y","DDH25:RRAD_Z","DDH25:RULN_X","DDH25:RULN_Y","DDH25:RULN_Z","DDH25:RFIN_X","DDH25:RFIN_Y","DDH25:RFIN_Z","DDH25:LAC_X","DDH25:LAC_Y","DDH25:LAC_Z","DDH25:LELB_X","DDH25:LELB_Y","DDH25:LELB_Z","DDH25:LMELB_X","DDH25:LMELB_Y","DDH25:LMELB_Z","DDH25:LAUPA_X","DDH25:LAUPA_Y","DDH25:LAUPA_Z","DDH25:LPUPA_X","DDH25:LPUPA_Y","DDH25:LPUPA_Z","DDH25:LFRA_X","DDH25:LFRA_Y","DDH25:LFRA_Z","DDH25:LRAD_X","DDH25:LRAD_Y","DDH25:LRAD_Z","DDH25:LULN_X","DDH25:LULN_Y","DDH25:LULN_Z","DDH25:LFIN_X","DDH25:LFIN_Y","DDH25:LFIN_Z","DDH25:LFIN_NA"
"592","609","0","483.436462","1095.979614","969.715454","250.126984","1099.439209","943.533813","419.108093","870.892273","983.615845","301.663086","877.935059","987.525757","520.808838","1003.882141","1073.098145","199.454926","1008.198608","1062.525635","563.772888","1004.345764","900.490662","491.509796","1163.039917","520.675537",NA,NA,NA,"530.427734","1052.843384","671.131104","544.573059","1119.115356","703.494263","499.731750","1102.614868","573.497192","514.114685","1171.095947","604.735352","418.503326","1225.936646","438.823700","422.358459","1091.213379","101.144821",NA,NA,NA,"476.074951","1085.110840","413.305695","488.429382","1164.357422","393.606750","455.990173","1069.555908","293.198456","470.530640","1142.876465","277.190277","370.057953","1012.393127","50.041283","451.468140","1232.022461","40.908989","338.902191","1233.993286","43.912064","392.237061","1264.669189","61.375797","371.492462","1298.997559","56.449257","161.695541","1023.126953","878.235962","208.278519","965.034851","485.005890",NA,NA,NA,"167.328674","1015.316956","714.710449","191.240280","1082.254272","721.763184","190.969147","1011.258240","601.290710","217.629547","1077.872314","605.210266","260.374634","937.530457","381.241089","245.940216","594.447815","283.574738",NA,NA,NA,"222.591293","822.139954","480.629333","199.404388","860.807129","413.473206","238.120056","719.454102","415.644287","211.667404","760.337158","351.250061","300.375000","527.953979","340.641266","220.539825","558.801086","131.685349","325.146637","564.959045","123.666664","282.513245","590.858948","101.323555","295.429016","595.838806","70.829018","351.338074","977.296204","1523.601196","363.449310","897.442566","1079.332031","377.703583","1107.706665","1449.346558","485.746399","935.587830","1481.053101","431.144226","1003.612305","1622.917603","293.913361","1008.318176","1617.656616","435.266541","1114.738281","1699.623535","301.972717","1124.737671","1697.944336","551.762329","996.293396","1479.847168","639.282166","810.766479","1230.223267","564.650208","791.908081","1234.625732","609.681458","954.565979","1349.326172","544.393555","838.974243","1350.199341","646.315552","942.734314","1194.842773","594.549622","1046.661011","1169.799927","646.061523","1033.761353","1129.330811","641.398315","1110.607910","1163.986694","198.408401","1092.280396","1495.567017","54.040787","1013.059143","1211.570557","107.024750","955.272827","1211.711914","113.174805","1091.411255","1346.406372","113.154022","971.800537","1320.908569","141.857925","1124.723877","1224.710083","254.235809","1160.304321","1255.086670","225.316177","1198.850220","1208.183350","267.141663","1236.096191","1281.064575",NA
"593","610","0","485.130798","1094.439209","969.341797","250.221939","1098.835449","940.616150","417.652374","868.801270","978.040955","300.701202","876.397766","980.538574","520.482361","1001.799316","1069.181519","199.237274","1006.855225","1057.956665","563.242310","1001.234070","899.567139","491.752167","1165.043457","518.576965",NA,NA,NA,"530.635559","1051.226807","668.884399","545.472229","1117.551880","701.614807","500.863434","1101.476074","571.221680","515.947815","1170.092773","603.310181","418.470551","1223.537598","435.853821","422.348267","1079.472290","100.988541",NA,NA,NA,"477.727997","1083.369995","413.390961","488.877258","1161.777100","391.675049","457.860962","1065.226807","293.957092","471.019745","1136.759155","275.588745","369.964722","1000.236389","50.505226","451.534943","1219.854492","40.360794","338.523468","1221.546387","43.576202","392.105499","1252.581299","60.410484","371.407562","1287.363281","55.729221","160.976166","1023.742920","874.450623","207.323807","971.397705","483.358490",NA,NA,NA,"166.541290","1018.204346","712.658936","190.556000","1084.760254","720.798523","190.280243","1015.654236","599.137390","215.925583","1082.792725","604.130066","259.582611","944.260376","378.811340","245.377487","600.791687","285.044678",NA,NA,NA,"223.204865","829.587708","479.463226","198.887222","867.480347","412.151581","238.147736","726.533325","415.303406","210.860550","766.746704","351.182617","300.465790","533.269043","341.283508","219.407013","566.085510","132.303253","323.172302","571.746887","124.250572","280.205444","598.094971","102.753136","293.619781","602.947327","71.579597","352.650146","979.424683","1520.052612","363.358643","896.224670","1075.452271","377.211548","1107.594604","1445.842285","487.472626","935.704651","1478.496460","430.818634","1003.614929","1620.645142","293.806976","1008.375183","1615.434204","434.584106","1113.737915","1697.140137","301.735443","1124.693604","1695.993164","553.141052","998.025574","1476.169434","642.266235","815.821167","1223.914429","568.398315","795.466309","1227.640381","610.332520","957.822388","1343.763672","547.977600","842.001587","1342.756958","648.705688","947.305908","1188.348022","595.741516","1051.492554","1164.756348","647.327637","1038.488647","1123.599731","642.661804","1115.161133","1158.636108","197.298370","1090.949341","1491.708496","55.377689","1005.317566","1207.283447","110.003975","948.897522","1207.980347","112.605652","1086.302002","1340.589233","115.233795","966.380920","1317.179077","140.655289","1119.278931","1217.889648","252.267715","1158.419312","1246.899414","221.838882","1195.257324","1199.545044","263.903778","1232.663452","1269.769897",NA
"594","611","0","486.631042","1092.569336","969.257263","250.268967","1098.239624","937.860168","415.196777","866.703003","974.169006","299.247253","875.440063","973.721680","519.813904","999.792542","1065.159058","199.107101","1005.303406","1053.238647","563.197876","999.021179","898.527344","491.245270","1167.507812","515.601318",NA,NA,NA,"530.718994","1049.127930","666.307800","546.013428","1115.194092","698.924133","501.550781","1099.476929","568.854553","518.145142","1169.626465","601.729004","418.976532","1220.462891","432.280762","422.375610","1067.788086","100.850449",NA,NA,NA,"479.346771","1080.334351","412.935242","489.465729","1158.551392","389.089630","459.541351","1059.547607","293.703918","471.602509","1130.841064","274.088379","370.045898","988.131592","50.966969","451.731323","1207.904297","40.241703","338.197906","1209.574829","43.216305","392.184845","1240.808350","59.774853","371.685669","1275.751587","54.766361","159.909027","1024.415771","871.263367","205.933273","978.188354","481.613434",NA,NA,NA,"165.929047","1020.783997","710.832703","189.805847","1087.353394","719.956970","189.291275","1020.368958","597.153503","215.184692","1087.189575","603.364624","258.389771","951.556641","376.703949","245.058182","607.345215","285.992004",NA,NA,NA,"223.207092","837.370422","478.484985","197.694901","874.951111","411.757507","238.039337","734.091919","415.040771","210.008575","773.598816","351.146027","300.358093","539.158997","341.570923","217.204224","573.734253","133.784927","321.383118","580.113342","124.377251","278.407471","605.944824","103.517868","292.024353","610.231873","72.458092","353.850372","981.299072","1516.762207","362.752930","895.526855","1072.467896","376.892487","1107.390625","1442.659424","488.772888","936.392639","1475.266968","430.799713","1003.850830","1618.543091","293.607758","1008.581848","1613.166748","434.741333","1114.542114","1695.653809","301.454742","1124.629517","1694.002808","554.408020","999.503662","1472.749756","644.958313","821.050049","1217.482910","571.658997","799.267029","1220.467773","610.878784","961.354248","1338.091675","551.560730","844.294800","1335.344116","651.191162","952.527954","1182.106934","596.816772","1056.524170","1159.627319","648.550964","1043.465454","1118.060791","643.859314","1119.889526","1153.710938","196.098495","1089.319946","1487.757080","57.068447","997.242737","1203.384277","112.653450","942.417236","1204.471191","112.339714","1080.855103","1334.984863","117.299736","961.363159","1313.457520","139.196411","1113.797607","1211.387451","250.238358","1156.316040","1238.430420","218.304504","1191.528442","1190.628540","259.823608","1231.590088","1259.785889",NA
"595","612","0","487.818665","1090.775391","969.137573","250.257309","1097.564331","935.057007","412.664154","864.092529","972.254028","297.457977","874.785522","967.583374","519.176514","997.718872","1061.926514","199.121445","1003.827698","1048.509033","562.370850","995.867798","896.027893","490.300995","1167.005737","511.469299",NA,NA,NA,"530.694885","1046.557983","663.580627","546.645630","1113.081665","695.977844","501.684204","1096.624634","566.192688","519.138794","1162.015503","594.765747","420.087128","1216.685791","428.207336","422.504486","1056.501831","101.130203",NA,NA,NA,"481.634674","1076.963013","411.862305","489.753448","1154.814819","385.984436","460.441437","1052.886597","293.440918","471.454865","1123.986816","271.820129","370.350403","976.151184","51.724895","451.892212","1195.959473","40.037552","337.908691","1197.843506","42.865158","391.964600","1228.865112","58.919960","371.339783","1263.639160","53.220982","159.420212","1024.270630","868.332642","204.670288","984.894409","479.462921",NA,NA,NA,"164.884918","1023.848389","709.434021","189.169815","1090.032593","719.413147","187.846329","1025.307129","595.544128","214.180603","1091.828857","602.566956","256.394379","959.419495","374.918274","244.889008","614.069336","286.938904",NA,NA,NA,"223.359985","845.545715","477.532501","197.233917","882.240112","410.543762","237.841278","741.677856","414.698486","209.047867","780.739929","351.268280","300.337372","545.314270","341.459686","214.893051","582.664185","135.820251","320.161285","588.532776","124.753471","276.613068","614.313110","104.239380","289.175751","619.639465","73.625092","355.822418","980.628845","1513.383423","362.360443","895.159302","1070.332886","376.731140","1106.961182","1439.701904","490.766724","937.113770","1472.498413","430.458374","1003.936035","1616.352173","291.032410","1009.757751","1611.442017","434.003479","1113.605225","1693.055298","301.251495","1124.617432","1692.027954","555.463745","1001.033691","1469.627686","647.904358","826.531799","1211.207153","574.719421","803.385315","1213.037476","611.144836","964.864441","1332.392212","555.301575","845.993103","1328.192627","653.491272","958.176086","1175.873657","597.898682","1061.887329","1155.085938","649.594727","1048.872314","1112.749146","644.920898","1125.059692","1148.962402","194.984222","1088.044922","1484.208252","58.918133","989.240356","1199.477417","115.813744","935.922607","1201.005981","112.255180","1075.214722","1329.624878","119.823959","955.825317","1309.811401","137.756058","1107.908447","1205.070679","248.164017","1154.161499","1229.818848","214.665939","1187.437012","1181.575073","255.487885","1229.788208","1248.956177",NA
"596","613","0","488.756195","1088.798584","968.501587","250.200333","1097.066040","932.585693","410.097809","861.825806","971.722046","296.630066","873.536072","963.304565","518.641785","995.717529","1059.335938","198.919617","1002.207520","1044.457764","561.960693","993.311584","894.043640","490.605286","1162.705811","507.216217",NA,NA,NA,"530.181824","1043.846313","660.851562","545.776978","1110.533447","692.536072","500.872314","1093.011353","563.255859","515.990723","1162.049927","591.943176","421.441772","1211.944214","423.803223","422.565033","1045.344604","101.629768",NA,NA,NA,"483.194397","1072.791260","410.104889","489.706604","1150.143433","382.571381","460.920410","1045.886841","292.303345","470.934998","1116.938721","269.146942","370.723083","964.036804","52.391769","452.153442","1184.004150","40.091232","337.659882","1185.895264","42.531570","392.252228","1217.013550","58.394249","371.818573","1252.086182","52.911472","160.243088","1022.566528","865.356995","204.105179","992.053955","477.406525",NA,NA,NA,"164.112930","1026.460205","707.327515","188.597168","1092.593994","718.898193","186.963501","1029.914917","593.825256","212.952911","1096.624512","602.069580","255.631927","966.795288","372.811310","244.706924","621.087585","287.531738",NA,NA,NA,"223.606644","854.049316","476.623474","196.515579","890.087341","409.988525","238.156876","749.728027","414.554688","207.987991","788.259216","350.973450","300.380188","551.564453","340.725830","212.771774","592.443542","135.308380","318.225098","596.956177","124.179153","274.991028","623.373474","104.408195","288.350037","628.534912","73.289856","356.290619","980.404785","1510.758911","362.042175","894.845459","1069.083008","376.387817","1106.456787","1437.230347","491.659698","938.316956","1469.906006","430.169830","1004.069092","1614.128052","290.711243","1009.970764","1609.296753","433.679810","1113.515991","1690.997070","300.965546","1124.590820","1690.114746","556.505615","1002.455933","1466.451904","650.785889","832.193665","1204.785645","578.488220","807.872070","1205.474854","611.010559","968.764526","1326.734863","559.257751","848.244629","1320.579468","655.519836","964.286621","1170.299316","598.789368","1067.583008","1150.693237","650.539246","1054.630737","1108.067261","645.464539","1130.983032","1144.191772","193.641449","1086.265381","1480.454712","60.827404","981.082275","1195.680054","119.246445","929.425720","1198.118652","112.562790","1069.682007","1325.129272","122.767807","949.649536","1306.780762","136.810318","1101.764404","1198.483154","246.027039","1151.775269","1221.059448","211.143021","1183.025757","1172.356079","250.814941","1228.383667","1238.472900",NA
"597","614","0","489.736084","1086.808105","967.553711","250.178040","1096.677490","930.615479","407.755859","859.675293","971.211426","294.554657","872.912231","959.685486","518.280029","993.416199","1057.486938","199.607834","1000.414490","1040.353516","561.947876","991.398132","892.163391","491.581635","1156.496094","503.388275",NA,NA,NA,"530.006165","1041.123047","659.109253","546.400757","1107.864380","689.301880","499.838379","1088.533691","560.207703","518.526428","1158.054199","589.214539","423.180634","1206.540771","419.441711","422.604919","1033.576294","101.449394",NA,NA,NA,"484.468781","1067.794922","407.803925","489.797638","1144.648315","378.438446","461.548126","1039.248657","290.861450","470.068817","1109.113281","266.080566","370.414703","951.981384","53.062935","452.322021","1171.803223","39.885387","337.800629","1173.859619","42.204945","392.087311","1204.799316","57.395123","371.364563","1239.675537","51.216846","162.086411","1019.541260","863.292297","203.286865","999.580688","474.938507",NA,NA,NA,"163.179840","1029.416138","705.642273","187.973557","1095.279297","718.392212","186.042236","1034.699951","592.072571","212.126221","1101.199341","601.510010","256.913239","973.498962","370.418274","244.458023","628.651794","287.587952",NA,NA,NA,"223.715118","862.361816","475.523712","195.590088","898.371216","408.500366","237.756714","757.816040","413.748505","207.178253","795.808655","350.056580","300.255096","558.261536","339.538788","211.834106","601.365540","135.998184","316.553375","606.672180","123.188843","273.148651","633.789368","104.821159","285.495514","638.982361","73.818680","356.180450","980.401672","1509.309692","361.879211","894.364136","1068.032471","376.038635","1106.047485","1434.790649","493.120209","939.739990","1468.192993","429.927887","1004.203308","1611.973511","290.238800","1010.229370","1607.403198","433.508057","1113.594727","1689.105347","300.672607","1124.599365","1688.269531","557.130249","1003.761047","1463.578491","653.395508","838.200073","1198.398560","582.006104","812.104004","1198.122192","610.599182","973.221558","1321.486938","563.658997","850.182434","1314.053223","656.937439","970.984924","1165.492676","599.475403","1073.291016","1146.670044","651.161133","1060.824341","1103.842407","645.841125","1137.271606","1140.103760","192.309967","1084.193604","1476.587891","63.106583","973.101440","1192.301270","121.851265","922.939880","1195.246094","113.195412","1063.666260","1320.800781","125.968117","944.188660","1304.329224","135.697891","1095.535889","1192.158569","243.866287","1149.088989","1211.897583","207.405441","1178.394409","1163.101807","246.185242","1226.610962","1227.874268",NA
"598","615","0","490.892944","1085.687012","966.767883","249.842377","1095.823120","928.909363","406.881378","858.388306","970.666809","293.351929","871.659607","957.793823","518.194092","991.093445","1056.515381","200.753845","998.561890","1037.642700","561.916382","989.352905","890.562073","491.924744","1148.640259","499.215759",NA,NA,NA,"529.575623","1038.087158","657.286072","546.886841","1105.286499","686.437439","499.696564","1084.012939","557.971252","516.486084","1154.031128","584.687561","425.055847","1200.457764","415.376862","422.517792","1022.031921","101.457779",NA,NA,NA,"485.437927","1061.815063","405.180817","490.121094","1138.395630","375.022827","461.291016","1031.548096","288.270905","469.174896","1101.271484","263.362244","370.876678","939.881409","53.843929","452.410980","1159.305176","39.288601","337.996765","1161.381470","41.759254","391.740234","1192.382324","56.459568","371.876862","1227.815796","51.058765","163.882889","1016.726868","862.191345","202.129654","1006.475464","473.038361",NA,NA,NA,"162.482513","1032.410400","704.116272","187.382996","1097.900513","717.822021","184.755005","1039.662476","590.732239","210.435287","1106.101074","601.293335","255.823074","981.667236","368.865753","244.340302","636.460083","287.396759",NA,NA,NA,"223.430161","871.007812","474.427124","194.983948","906.324463","407.959045","238.108505","766.044189","413.158295","206.802994","803.653442","349.377319","300.318634","565.065857","338.000916","210.864105","611.667480","135.808487","317.470520","617.568665","124.101730","271.656616","644.306335","104.783028","284.500610","649.895874","73.380035","356.387329","979.741455","1507.921265","361.823730","893.796875","1067.214233","375.429810","1105.925415","1432.360107","494.138519","940.936890","1466.820923","429.326263","1004.151672","1609.946899","290.005859","1010.190613","1605.302002","432.848938","1113.026978","1686.945557","300.358490","1124.561890","1686.517456","557.836670","1005.568176","1460.863647","655.779236","844.454590","1192.152344","585.562256","816.958313","1190.502441","610.115173","978.315002","1316.903809","567.291199","852.209900","1308.259033","658.124695","978.181763","1161.198608","600.264526","1079.417847","1143.542603","651.758423","1067.468872","1100.382446","645.219177","1144.148193","1136.341919","191.286423","1082.242310","1473.293457","65.834518","965.273132","1189.568237","125.331253","916.172241","1192.769775","113.834885","1057.848145","1317.765381","129.318588","938.564209","1302.075195","134.666306","1089.216431","1186.099365","241.597443","1146.313599","1203.191650","203.832977","1173.262817","1153.717041","240.750595","1226.548828","1218.437256",NA
"599","616","0","491.764282","1084.119751","965.411865","249.593109","1095.074463","928.066467","405.688873","856.993225","969.525696","292.836090","868.685242","956.812622","518.361755","988.872070","1056.132202","200.376724","997.178223","1035.918335","562.480469","987.709167","889.329041","492.729218","1141.257935","495.758270",NA,NA,NA,"528.600647","1034.013794","656.230957","547.389465","1102.046753","683.705505","499.396362","1078.936646","555.891479","516.712830","1148.772583","581.231628","426.789001","1193.956665","411.883667","422.691986","1010.378113","101.731789",NA,NA,NA,"486.182281","1055.396118","402.595154","490.377777","1131.123413","371.665314","460.627869","1023.076416","286.542877","468.515137","1093.012573","260.412506","370.625854","927.533630","54.044804","451.780731","1146.292969","38.638229","338.514984","1150.473877","41.904194","391.867035","1180.030396","56.513172","371.770782","1215.644775","50.369869","165.621521","1014.207031","861.725464","201.115463","1013.472107","471.002777",NA,NA,NA,"161.904160","1035.433838","702.884033","186.931351","1100.582764","717.629822","183.803375","1044.523926","589.621033","212.309845","1109.631714","601.177734","252.400040","991.253113","368.481506","244.085495","644.752747","286.824463",NA,NA,NA,"224.354126","879.565613","473.414490","194.897324","914.803101","406.996735","237.674255","774.410095","412.289948","205.652496","812.108704","348.875427","300.169708","572.495422","335.930481","209.080765","622.708313","135.154556","316.279968","628.869019","123.166046","270.477112","655.413574","104.192307","282.334564","661.225220","73.200485","355.819702","979.750305","1507.090332","361.774261","893.135437","1066.348267","374.436279","1105.419678","1429.625854","495.203949","942.658752","1465.535034","428.972870","1004.225159","1607.950073","289.329926","1010.492188","1603.700684","432.478638","1112.970215","1685.198486","299.979797","1124.498657","1684.927246","558.627258","1007.170654","1458.564697","658.348877","850.995056","1186.266113","588.488831","822.231018","1183.089233","609.545776","983.111877","1313.116211","569.367981","855.501770","1303.384644","658.392029","985.660767","1157.385376","600.313232","1086.207153","1141.079224","652.039490","1074.312012","1097.514526","644.809509","1151.127686","1133.038574","190.338562","1080.199707","1470.603760","68.322701","957.252869","1187.249878","128.893478","909.887817","1190.721924","114.515999","1051.718628","1315.042603","132.796051","933.102051","1300.265015","133.792740","1082.805298","1180.279663","239.283264","1143.203369","1194.858154","200.104279","1168.103149","1144.706665","236.291977","1221.675049","1205.873901",NA
"600","617","0","492.047394","1082.914429","964.237610","249.450180","1094.248413","927.741882","405.810699","855.908813","968.380371","292.827209","866.199463","957.553711","518.591553","986.741821","1056.303833","201.283340","994.982117","1036.062622","562.585754","986.662720","888.105164","492.694580","1133.425781","492.602051",NA,NA,NA,"528.293518","1030.363281","655.666382","547.266724","1098.391846","681.419128","498.938782","1073.839600","553.764771","517.111694","1143.395386","578.154724","427.600891","1187.063599","408.756866","422.782837","998.011353","101.672310",NA,NA,NA,"486.575226","1047.947998","400.319855","491.271271","1124.281128","369.590729","460.667999","1014.777039","284.920410","468.421875","1084.790527","258.554413","370.545471","914.757935","54.352089","451.953003","1133.840576","38.578983","338.447876","1138.182739","41.782608","391.630615","1167.580322","55.994793","370.803680","1202.422485","49.317261","167.169113","1011.778931","861.452087","200.513962","1020.866272","469.575287",NA,NA,NA,"161.354904","1038.422974","702.273254","186.449097","1103.222534","717.560913","183.340088","1049.914185","587.530762","209.760864","1115.003174","601.320129","252.668259","999.439270","367.104401","243.835403","653.504395","285.860992",NA,NA,NA,"224.330627","888.245789","472.324829","194.753601","923.147339","405.441956","237.240891","782.969543","411.166382","204.890259","820.520264","347.846863","300.183411","579.930420","333.439697","209.111832","633.069763","134.577011","312.032227","640.250305","119.214645","269.335724","667.029358","103.295029","279.966522","674.733521","73.257988","356.281921","980.343750","1506.040405","361.701050","891.651550","1065.671143","373.190186","1105.133789","1427.112549","496.091400","943.908875","1464.434204","428.541077","1003.723145","1606.501587","289.372925","1010.270264","1602.119995","432.006042","1112.943848","1683.540649","299.637024","1124.444214","1683.460205","559.046265","1009.306885","1456.403442","660.205627","857.826538","1180.948120","592.175659","827.582642","1177.034668","609.454224","987.717468","1310.218750","570.651062","858.990601","1299.475952","658.984558","993.015015","1154.554199","600.308594","1092.689941","1138.658691","651.987183","1081.668945","1095.057739","644.222595","1158.432983","1130.826172","189.406723","1077.630615","1467.641602","71.283073","949.602417","1184.939453","132.449890","903.576538","1189.122070","114.947197","1045.733887","1312.774902","137.273758","927.055725","1298.808350","132.883347","1075.948120","1174.645020","236.747574","1140.237793","1186.561035","196.519333","1162.472046","1135.883545","230.769196","1220.416504","1197.026855",NA
"601","618","0","492.006012","1082.268677","963.352356","249.367386","1093.355103","927.794373","407.323944","854.795166","967.919434","293.406799","865.215515","958.390625","518.959229","985.455261","1056.764648","201.885223","993.086487","1036.306763","562.787476","985.696472","887.158691","492.177826","1125.398438","489.617035",NA,NA,NA,"527.194946","1024.925781","654.901184","546.360718","1094.689209","679.435303","498.599854","1066.843872","552.679260","517.115906","1137.475830","575.606445","427.495483","1179.911377","405.774628","422.955688","986.133423","101.757210",NA,NA,NA,"486.655823","1040.461182","398.864380","490.804474","1115.884521","367.044342","460.798828","1005.948303","283.881378","467.798950","1075.085327","256.182404","370.582336","902.152344","54.418381","452.466187","1121.457397","38.969608","338.314972","1124.641846","40.918934","391.805328","1154.872314","55.609241","370.967865","1189.699829","48.721317","168.329330","1009.472473","860.825256","200.649231","1028.437744","468.045044",NA,NA,NA,"160.740677","1041.128784","701.324097","186.350845","1105.971313","717.962524","181.739532","1055.167236","587.724792","210.243896","1118.923828","601.408386","253.463028","1007.751465","365.973083","243.770416","662.117188","284.547180",NA,NA,NA,"223.894440","896.889465","470.738525","194.390915","931.930969","404.685638","236.914307","791.604370","410.008820","204.622864","828.973022","346.642792","300.256348","587.614502","330.508636","207.898773","645.142761","133.166779","308.754822","651.817627","115.336754","266.539459","679.788269","102.587730","279.101501","687.327026","72.192276","357.087097","979.864746","1504.678223","362.062378","890.577515","1064.762573","371.697083","1104.524414","1424.904785","497.048706","945.257507","1463.746338","428.413361","1004.112122","1605.084595","288.134705","1010.612000","1601.007812","431.756500","1113.035767","1682.297974","299.249634","1124.326416","1682.148315","559.350342","1011.367065","1454.781738","662.358215","865.187195","1176.516846","594.787292","833.552185","1171.717285","609.668762","991.620361","1307.819946","571.726501","862.564575","1296.080322","659.055115","1000.632507","1151.828613","600.008118","1099.969849","1137.841553","651.513306","1089.291992","1093.279907","642.809814","1165.587646","1129.156250","188.998642","1075.319336","1465.424072","74.224518","941.217285","1183.828247","136.722534","896.843018","1188.124512","115.464111","1039.705200","1310.728027","140.645004","921.744141","1297.755371","132.707245","1069.736938","1169.836548","234.157883","1136.919678","1179.004517","192.880310","1156.436890","1127.609497","225.802582","1215.993774","1186.420166",NA
